aX,aY,aZ,gX,gY,gZ
0.331,0.004,-0.653,-60.059,14.343,-24.902
0.378,-0.196,-0.678,-58.228,19.531,-25.574
0.432,-0.471,-0.714,-53.894,21.606,-29.358
0.475,-0.600,-0.771,-45.532,22.461,-24.231
0.511,-0.645,-0.834,-33.630,21.729,-13.000
0.495,-0.637,-0.787,-18.372,16.724,-0.977
0.482,-0.492,-0.669,-5.737,11.414,11.658
0.444,-0.382,-0.610,2.808,10.193,18.066
0.452,-0.437,-0.549,2.930,8.789,14.282
0.469,-0.448,-0.547,0.183,8.911,12.329
0.463,-0.443,-0.530,-3.174,8.179,10.742
0.464,-0.448,-0.489,-6.775,6.348,7.874
0.478,-0.473,-0.541,-9.460,7.263,5.615
0.483,-0.515,-0.574,-8.545,8.057,4.089
0.496,-0.462,-0.577,-4.272,7.202,6.714
0.523,-0.412,-0.555,1.099,7.324,9.216
0.521,-0.363,-0.556,7.935,7.263,9.705
0.540,-0.337,-0.560,10.010,7.446,7.202
0.540,-0.313,-0.535,10.254,6.653,3.601
0.540,-0.390,-0.510,6.714,5.798,-2.625
0.543,-0.458,-0.517,2.686,7.202,-7.141
0.545,-0.474,-0.510,0.061,7.385,-9.155
0.536,-0.474,-0.533,-0.122,7.690,-10.803
0.545,-0.541,-0.514,-0.366,7.141,-14.282
0.566,-0.666,-0.505,-1.221,6.958,-17.334
0.577,-0.762,-0.547,-1.343,8.545,-17.090
0.583,-0.786,-0.552,0.854,8.057,-13.306
0.588,-0.779,-0.598,3.418,8.484,-8.728
0.585,-0.768,-0.622,5.676,8.301,-4.700
0.577,-0.762,-0.630,7.385,6.958,-2.136
0.572,-0.737,-0.645,8.667,6.897,0.488
0.574,-0.706,-0.643,7.507,6.409,2.625
0.579,-0.687,-0.658,5.188,6.287,3.540
0.581,-0.661,-0.666,2.686,5.066,4.333
0.567,-0.659,-0.639,0.427,2.869,4.333
0.563,-0.637,-0.597,0.305,0.916,5.066
0.564,-0.597,-0.594,-0.183,1.221,6.104
0.548,-0.583,-0.587,-0.854,1.221,5.798
0.540,-0.595,-0.560,-1.038,0.305,4.517
0.546,-0.581,-0.565,0.061,1.465,4.517
0.561,-0.553,-0.620,2.197,3.418,5.066
0.563,-0.553,-0.626,3.906,2.686,4.456
0.549,-0.560,-0.590,4.272,0.488,2.991
0.542,-0.569,-0.576,4.456,0.427,1.587
0.542,-0.566,-0.594,4.150,1.465,0.183
0.543,-0.597,-0.597,3.479,1.526,-1.099
0.536,-0.611,-0.565,3.601,0.610,-1.648
0.528,-0.598,-0.553,3.540,0.977,-1.099
0.518,-0.628,-0.514,3.357,1.099,-1.831
0.530,-0.678,-0.521,1.526,2.502,-2.258
0.547,-0.690,-0.576,-0.061,5.493,-1.221
0.552,-0.650,-0.607,-0.061,6.104,1.343
0.531,-0.597,-0.590,0.549,4.822,2.563
0.532,-0.621,-0.583,-0.427,4.700,1.648
0.547,-0.644,-0.613,-1.404,5.981,0.732
0.566,-0.631,-0.639,-0.793,6.592,2.075
0.566,-0.589,-0.630,0.183,5.188,3.540
0.554,-0.557,-0.620,1.526,3.906,3.723
0.552,-0.596,-0.602,1.587,2.930,1.343
0.559,-0.634,-0.615,1.343,2.991,0.427
0.563,-0.632,-0.629,1.343,3.113,1.343
0.556,-0.589,-0.646,1.709,3.052,2.808
0.548,-0.587,-0.639,2.563,2.258,2.258
0.545,-0.617,-0.638,2.563,1.587,0.793
0.549,-0.617,-0.645,2.869,1.282,0.977
0.554,-0.602,-0.649,3.113,0.427,1.709
0.555,-0.576,-0.633,3.723,-0.671,2.075
0.559,-0.565,-0.618,3.601,-1.587,1.770
0.563,-0.565,-0.614,2.930,-1.953,1.038
0.554,-0.544,-0.594,2.502,-2.686,0.854
0.543,-0.560,-0.558,1.770,-3.357,-0.854
0.542,-0.535,-0.564,0.732,-2.991,-1.343
0.537,-0.533,-0.567,0.366,-2.319,-1.831
0.521,-0.541,-0.552,0.366,-2.258,-2.441
0.523,-0.539,-0.544,1.221,-1.526,-2.686
0.531,-0.543,-0.568,2.136,0.000,-3.662
0.535,-0.541,-0.608,3.418,0.549,-4.700
0.539,-0.525,-0.639,4.395,-0.244,-5.249
0.538,-0.532,-0.630,4.822,-2.197,-6.470
0.540,-0.532,-0.647,6.104,-3.052,-7.324
0.548,-0.546,-0.697,7.385,-3.174,-7.629
0.540,-0.544,-0.681,8.850,-5.493,-7.263
0.528,-0.512,-0.662,10.986,-8.423,-6.104
0.521,-0.503,-0.665,12.085,-8.728,-5.981
0.513,-0.490,-0.644,13.611,-10.010,-6.165
0.500,-0.492,-0.646,14.282,-9.888,-7.141
0.483,-0.493,-0.598,15.808,-10.254,-8.057
0.477,-0.498,-0.577,15.503,-9.277,-9.460
0.493,-0.517,-0.618,12.756,-6.042,-11.536
0.499,-0.515,-0.649,10.254,-4.150,-12.451
0.501,-0.527,-0.629,7.202,-5.127,-13.733
-0.075,-3.269,-1.796,-62.744,0.732,-25.452
-0.134,-3.867,-1.791,-68.054,-8.728,5.310
-0.257,-4.000,-1.578,-63.660,-19.165,55.359
-0.478,-3.979,-1.496,-50.903,-19.775,120.972
-0.683,-3.436,-1.473,-32.227,-17.090,185.974
-0.957,-3.041,-1.317,-12.451,-20.996,224.854
-0.717,-2.674,-1.116,-20.020,-18.433,250.366
-0.804,-2.606,-1.477,-31.982,-13.977,265.869
-1.006,-2.895,-0.682,-47.363,-46.997,257.874
-1.210,-2.992,-0.876,-75.073,-28.198,273.193
-1.333,-2.411,-1.111,-114.624,-9.338,312.561
-1.442,-1.993,-1.124,-156.860,-17.639,338.074
-1.486,-1.642,-1.362,-172.607,-18.127,354.919
-1.602,-1.097,-1.519,-143.555,-14.954,384.827
-1.651,-0.111,-1.544,-82.520,-18.066,423.706
-1.703,0.917,-1.362,-23.010,-24.963,441.345
-1.647,1.778,-1.070,-1.465,-36.743,427.368
-1.450,2.318,-0.848,-14.526,-42.725,390.625
-1.249,2.516,-0.620,-41.199,-42.175,340.393
-1.068,2.735,-0.380,-66.162,-36.743,296.387
-0.894,2.848,-0.225,-84.473,-24.231,253.601
-0.676,2.794,-0.277,-97.778,-6.348,204.529
-0.442,2.593,-0.529,-99.426,14.282,156.982
-0.222,2.319,-0.800,-87.280,27.100,117.798
-0.073,1.943,-0.935,-65.063,29.114,85.083
-0.003,1.497,-0.922,-45.837,22.217,56.458
0.064,1.094,-0.879,-37.720,15.869,36.499
0.103,0.785,-0.824,-33.447,11.292,24.048
0.158,0.492,-0.760,-34.790,9.338,11.841
0.244,0.237,-0.848,-38.086,13.550,3.540
0.309,0.011,-0.925,-38.696,15.015,-0.610
0.363,-0.106,-0.928,-33.691,9.766,0.854
0.395,-0.225,-0.910,-26.306,4.517,2.747
0.403,-0.288,-0.856,-19.897,-0.122,5.127
0.407,-0.295,-0.781,-12.634,-4.089,9.766
0.417,-0.276,-0.701,-6.226,-6.348,13.794
0.410,-0.229,-0.646,-1.404,-5.981,16.907
0.406,-0.180,-0.571,0.793,-5.066,17.761
0.409,-0.134,-0.505,-2.014,-3.174,15.320
0.428,-0.105,-0.531,-8.728,1.099,10.071
0.459,-0.144,-0.567,-14.832,4.211,2.686
0.491,-0.215,-0.569,-18.188,4.944,-3.296
0.508,-0.263,-0.602,-17.822,7.263,-6.714
0.526,-0.326,-0.579,-15.686,7.202,-8.362
0.532,-0.380,-0.580,-11.536,8.301,-7.935
0.537,-0.402,-0.602,-8.484,10.498,-6.042
0.545,-0.394,-0.644,-8.606,12.390,-3.540
0.551,-0.397,-0.707,-9.949,13.855,-3.113
0.549,-0.444,-0.713,-12.390,12.573,-5.127
0.569,-0.453,-0.746,-14.648,12.268,-4.578
0.583,-0.440,-0.786,-15.381,12.329,-2.991
0.596,-0.449,-0.813,-15.320,10.681,-3.662
0.607,-0.496,-0.816,-13.000,7.629,-5.066
0.618,-0.540,-0.817,-9.033,6.348,-4.700
0.607,-0.546,-0.792,-2.441,4.395,-1.770
0.589,-0.504,-0.752,4.028,2.930,2.441
0.575,-0.488,-0.729,8.484,2.625,4.822
0.572,-0.525,-0.713,8.789,2.319,3.784
0.579,-0.539,-0.719,7.019,2.319,3.418
0.574,-0.502,-0.741,5.676,2.869,5.005
0.567,-0.466,-0.750,4.272,2.136,5.859
0.565,-0.451,-0.748,1.587,0.793,5.127
0.561,-0.417,-0.768,0.183,0.549,4.761
0.547,-0.380,-0.767,0.244,-0.305,4.578
0.529,-0.354,-0.766,0.732,-1.282,3.235
0.531,-0.369,-0.741,2.747,-2.441,0.671
0.536,-0.401,-0.742,5.127,-2.380,-1.587
0.536,-0.398,-0.755,7.812,-1.953,-2.014
0.529,-0.416,-0.719,8.789,-2.991,-2.502
0.535,-0.453,-0.692,7.690,-3.784,-4.028
0.550,-0.484,-0.732,5.005,-3.052,-4.883
0.556,-0.482,-0.772,2.502,-2.686,-4.272
0.545,-0.476,-0.775,1.099,-3.479,-3.723
0.543,-0.484,-0.755,0.427,-4.700,-3.418
0.546,-0.486,-0.757,0.183,-4.761,-2.747
0.548,-0.478,-0.762,1.831,-4.333,-2.258
0.537,-0.468,-0.750,3.174,-4.822,-2.197
0.524,-0.469,-0.710,4.028,-5.737,-2.625
0.522,-0.500,-0.685,3.723,-5.127,-4.089
0.526,-0.537,-0.704,3.113,-3.357,-4.944
0.530,-0.574,-0.727,3.052,-2.747,-4.822
0.542,-0.631,-0.719,2.502,-3.235,-3.662
0.550,-0.645,-0.688,1.648,-3.845,-1.099
0.543,-0.594,-0.684,1.343,-3.479,3.479
0.528,-0.513,-0.692,1.465,-2.808,7.507
0.532,-0.468,-0.677,1.709,-2.869,8.545
0.536,-0.423,-0.670,1.099,-2.441,8.301
0.527,-0.392,-0.691,1.526,-1.160,7.385
0.517,-0.371,-0.662,2.747,-1.099,4.944
0.512,-0.387,-0.656,4.700,0.000,1.953
0.519,-0.399,-0.689,4.456,2.136,-0.671
0.531,-0.446,-0.701,3.052,2.563,-2.441
0.536,-0.483,-0.696,1.465,1.892,-3.357
0.538,-0.514,-0.688,0.000,1.953,-2.991
0.544,-0.535,-0.679,-2.075,2.014,-2.380
0.551,-0.517,-0.695,-2.502,2.686,-0.732
0.554,-0.492,-0.723,-1.953,3.540,1.160
0.548,-0.452,-0.727,-1.221,3.113,2.197
0.538,-0.443,-0.726,-0.671,2.136,1.465
0.539,-0.488,-0.708,-0.244,1.343,-0.427
0.545,-0.499,-0.737,1.709,2.136,-0.366
0.539,-0.495,-0.738,4.639,2.075,1.282
0.534,-0.472,-0.695,7.141,0.671,2.686
0.533,-0.445,-0.687,8.362,1.404,3.357
0.543,-0.453,-0.697,7.202,2.380,1.831
0.539,-0.460,-0.702,5.371,2.441,0.488
0.539,-0.448,-0.718,2.808,2.502,-0.427
0.533,-0.451,-0.721,1.526,2.258,-1.465
0.531,-0.450,-0.734,2.258,1.648,-2.136
0.525,-0.446,-0.740,4.883,1.282,-2.136
0.513,-0.419,-0.706,8.728,-0.061,-1.953
0.506,-0.384,-0.683,12.207,-0.427,-2.075
0.502,-0.362,-0.686,13.367,0.977,-3.235
0.506,-0.382,-0.673,13.489,1.648,-6.287
0.534,-0.509,-0.688,10.498,2.747,-10.071
0.546,-0.624,-0.705,5.676,4.028,-10.864
0.544,-0.614,-0.717,2.014,4.211,-5.981
0.537,-0.615,-0.714,-4.333,3.662,-2.380
0.529,-0.591,-0.701,-8.240,3.479,1.221
0.527,-0.547,-0.722,-9.827,4.639,5.249
-0.257,-2.168,-1.707,-33.142,51.270,-93.079
-0.253,-2.352,-1.835,-38.818,45.105,-70.068
-0.314,-2.522,-1.849,-39.978,32.532,-45.105
-0.434,-2.639,-1.803,-39.551,15.991,-19.287
-0.532,-2.851,-1.644,-41.199,-2.930,2.808
-0.598,-3.262,-1.357,-47.852,-20.569,21.851
-0.661,-3.763,-0.992,-53.894,-33.081,48.645
-0.744,-4.000,-0.695,-59.570,-32.776,93.140
-0.869,-4.000,-0.651,-67.078,-17.822,155.151
-1.078,-3.906,-0.710,-71.045,-3.601,229.675
-1.361,-3.452,-0.672,-71.045,4.517,299.927
-1.541,-2.683,-0.823,-48.218,18.188,363.770
-1.621,-1.613,-1.321,-19.165,37.170,421.143
-1.588,-0.671,-1.751,-8.972,36.072,452.637
-1.458,-0.024,-1.886,-7.874,8.606,453.857
-1.355,0.288,-1.741,-17.456,-32.837,433.838
-1.304,0.378,-1.311,-36.133,-73.120,406.433
-1.254,0.367,-0.952,-57.983,-96.375,383.118
-1.196,0.323,-0.710,-73.059,-101.563,367.554
-1.211,0.519,-0.238,-83.679,-103.088,363.647
-1.236,0.993,-0.140,-94.116,-81.055,361.572
-1.006,1.628,-0.329,-98.511,-48.096,353.333
-0.822,2.166,-0.504,-91.125,-31.311,329.773
-0.613,2.119,-0.755,-79.468,-20.386,280.579
-0.416,2.117,-0.808,-64.880,-18.372,245.117
-0.288,2.003,-0.631,-51.697,-28.564,209.412
-0.283,1.687,-0.547,-44.189,-27.771,171.753
-0.029,1.512,-0.477,-47.546,-21.057,141.663
0.016,1.362,-0.649,-52.490,-11.169,114.075
0.107,1.001,-0.720,-54.993,-7.812,83.191
0.182,0.798,-0.711,-50.781,-7.996,69.275
0.230,0.780,-0.681,-33.997,-5.859,65.430
0.239,0.651,-0.696,-18.188,0.122,55.054
0.304,0.457,-0.691,-13.123,4.211,42.297
0.360,0.394,-0.726,-16.052,7.324,34.302
0.410,0.302,-0.775,-21.790,9.033,24.170
0.437,0.143,-0.782,-26.001,6.958,11.475
0.463,-0.027,-0.779,-31.128,4.456,2.686
0.478,-0.177,-0.754,-36.011,1.404,-1.648
0.486,-0.259,-0.711,-33.264,0.061,-1.282
0.497,-0.274,-0.743,-25.085,2.747,3.174
0.510,-0.269,-0.770,-17.883,5.798,7.202
0.521,-0.247,-0.752,-10.803,5.920,9.827
0.520,-0.303,-0.724,-7.751,5.310,8.606
0.523,-0.346,-0.679,-7.446,4.456,7.019
0.533,-0.344,-0.667,-8.545,5.005,7.507
0.539,-0.317,-0.680,-9.094,5.920,8.240
0.544,-0.315,-0.637,-8.728,5.249,8.240
0.547,-0.310,-0.602,-7.080,5.432,8.850
0.555,-0.244,-0.643,-4.822,8.057,9.949
0.567,-0.229,-0.663,-3.357,9.338,8.240
0.568,-0.276,-0.696,-2.502,9.521,4.395
0.559,-0.305,-0.699,-0.977,9.521,2.197
0.567,-0.308,-0.720,0.305,9.521,1.770
0.573,-0.279,-0.761,1.587,10.376,1.648
0.578,-0.323,-0.732,0.610,8.179,-0.305
0.584,-0.333,-0.707,-1.587,7.019,-2.014
0.594,-0.304,-0.730,-3.662,7.751,-2.319
0.597,-0.312,-0.739,-5.920,7.751,-4.578
0.586,-0.354,-0.723,-6.714,6.470,-8.057
0.579,-0.388,-0.697,-6.714,6.104,-10.132
0.586,-0.391,-0.756,-4.761,8.545,-10.376
0.588,-0.412,-0.789,-0.305,8.850,-10.559
0.593,-0.459,-0.815,3.357,7.568,-11.047
0.593,-0.518,-0.834,4.089,6.104,-10.803
0.594,-0.567,-0.835,3.601,3.784,-9.277
0.589,-0.562,-0.854,4.028,2.136,-5.310
0.580,-0.523,-0.828,5.493,-0.305,-1.404
0.559,-0.501,-0.780,6.409,-2.808,1.526
0.553,-0.488,-0.737,5.859,-3.235,3.296
0.549,-0.446,-0.726,5.676,-2.808,5.371
0.548,-0.369,-0.701,5.127,-2.747,6.287
0.540,-0.306,-0.689,4.272,-2.441,4.822
0.538,-0.312,-0.678,2.930,-1.770,0.549
0.546,-0.344,-0.686,1.221,-0.427,-2.869
0.552,-0.350,-0.719,0.061,0.977,-4.822
0.544,-0.390,-0.734,-0.427,0.732,-7.385
0.548,-0.473,-0.700,1.099,-0.488,-8.789
0.539,-0.484,-0.706,2.625,0.854,-6.775
0.529,-0.469,-0.715,3.174,1.770,-4.578
0.526,-0.492,-0.715,1.953,1.526,-4.150
0.529,-0.552,-0.694,0.793,1.160,-3.540
0.533,-0.528,-0.716,0.305,2.563,-0.549
0.536,-0.458,-0.729,0.366,3.418,3.601
0.527,-0.395,-0.718,0.427,3.174,4.700
0.520,-0.365,-0.722,-0.183,3.784,3.296
0.530,-0.352,-0.747,-0.916,4.639,0.793
0.543,-0.364,-0.764,-1.526,4.395,-1.953
0.545,-0.411,-0.782,-1.892,3.540,-4.639
0.545,-0.467,-0.769,-0.854,2.136,-6.042
0.544,-0.484,-0.760,1.160,1.587,-4.639
0.550,-0.500,-0.724,3.174,1.099,-3.174
0.548,-0.509,-0.740,4.700,2.441,-1.953
0.553,-0.502,-0.724,4.639,3.296,-0.122
0.551,-0.480,-0.706,4.150,4.150,1.648
0.544,-0.439,-0.748,3.418,6.775,2.808
0.539,-0.414,-0.728,2.747,7.141,2.808
0.536,-0.407,-0.745,4.333,7.935,2.197
0.541,-0.391,-0.776,5.188,8.850,1.160
0.543,-0.368,-0.778,5.127,6.470,0.000
0.535,-0.375,-0.759,5.188,3.540,-2.075
0.525,-0.389,-0.739,4.944,1.770,-3.723
0.521,-0.384,-0.727,4.761,1.282,-4.272
0.516,-0.372,-0.738,4.822,1.892,-4.822
0.506,-0.356,-0.708,4.822,1.465,-6.104
0.512,-0.375,-0.699,4.150,2.075,-7.690
0.531,-0.413,-0.739,3.296,4.395,-9.399
0.545,-0.472,-0.770,1.160,4.822,-10.254
0.547,-0.491,-0.801,-1.099,4.089,-9.216
0.536,-0.477,-0.786,-1.770,1.587,-6.592
0.523,-0.454,-0.779,-1.038,0.305,-4.272
0.512,-0.421,-0.798,0.610,0.183,-2.502
0.512,-0.407,-0.805,2.563,-0.305,-2.014
0.509,-0.396,-0.807,4.150,-0.916,-1.465
0.509,-0.366,-0.799,5.371,-1.709,-1.038
0.515,-0.348,-0.788,5.066,-2.808,-1.587
0.515,-0.347,-0.797,4.028,-2.991,-2.502
0.513,-0.337,-0.768,3.296,-4.211,-3.784
0.510,-0.342,-0.759,3.418,-4.639,-5.310
0.506,-0.337,-0.775,4.456,-4.089,-6.592
-0.235,-1.960,-2.358,-104.736,39.307,34.790
-0.194,-2.275,-2.467,-122.559,24.475,42.114
-0.207,-2.530,-2.462,-125.793,7.629,61.035
-0.219,-2.653,-2.458,-119.812,-4.395,93.201
-0.255,-2.721,-2.378,-111.511,-16.357,131.042
-0.371,-2.634,-2.289,-101.318,-28.015,171.692
-0.455,-2.374,-2.230,-91.309,-38.086,212.952
-0.536,-2.165,-2.190,-89.600,-48.584,245.789
-0.619,-1.871,-2.045,-98.633,-62.439,271.362
-0.692,-1.663,-2.122,-114.014,-68.726,291.626
-0.763,-1.433,-2.034,-127.930,-82.642,309.509
-0.837,-1.102,-1.889,-140.808,-100.586,326.172
-0.979,-0.866,-1.649,-155.945,-115.295,335.571
-0.960,-0.592,-1.438,-172.913,-122.253,342.163
-0.909,-0.512,-1.585,-172.302,-117.981,344.299
-0.904,-0.722,-1.597,-157.043,-127.258,348.694
-1.102,-0.779,-1.039,-134.216,-148.071,375.427
-1.209,-0.365,-0.414,-103.394,-152.771,411.682
-1.391,0.232,-0.293,-94.482,-129.517,423.767
-1.333,1.047,0.020,-114.685,-115.479,421.692
-1.088,1.520,0.043,-154.663,-100.891,388.489
-0.884,1.748,-0.018,-185.486,-88.745,334.167
-0.640,1.760,-0.102,-204.834,-80.322,279.907
-0.559,1.677,0.117,-186.829,-76.416,239.624
-0.456,1.466,0.419,-144.714,-65.186,211.304
-0.424,1.375,0.493,-86.975,-37.354,192.627
-0.313,1.400,0.513,-38.391,-8.789,174.866
-0.117,1.243,0.087,-17.517,29.297,144.897
0.042,1.085,-0.346,-15.381,52.307,113.403
0.159,0.856,-0.516,-21.912,52.063,84.229
0.245,0.537,-0.602,-29.785,47.546,58.655
0.308,0.241,-0.628,-33.630,44.495,43.396
0.347,0.101,-0.670,-31.433,43.213,40.466
0.375,0.140,-0.697,-23.010,41.199,42.664
0.371,0.231,-0.717,-13.733,39.368,43.274
0.371,0.270,-0.688,-6.287,37.415,38.818
0.367,0.285,-0.659,0.671,36.926,32.166
0.418,0.351,-0.663,7.751,38.574,25.330
0.415,0.364,-0.714,14.221,39.673,13.855
0.421,0.273,-0.674,14.526,38.452,0.183
0.458,0.168,-0.672,11.841,39.612,-9.521
0.507,0.029,-0.783,9.949,42.969,-15.808
0.555,-0.205,-0.888,9.277,43.091,-19.043
0.586,-0.418,-0.912,8.423,38.269,-13.550
0.585,-0.330,-0.847,11.841,29.724,1.831
0.573,-0.163,-0.745,10.437,22.766,14.587
0.554,-0.050,-0.675,2.747,19.470,16.968
0.547,0.040,-0.627,-7.141,17.822,13.916
0.583,0.095,-0.667,-17.700,17.456,7.568
0.578,0.055,-0.656,-21.484,16.479,-0.488
0.587,0.083,-0.648,-19.104,15.503,-4.395
0.596,0.102,-0.663,-13.794,17.090,-8.179
0.608,0.050,-0.660,-6.470,17.761,-13.672
0.629,-0.102,-0.691,2.075,19.775,-19.226
0.654,-0.244,-0.723,10.193,21.484,-20.386
0.668,-0.339,-0.715,15.625,21.057,-17.395
0.681,-0.410,-0.683,16.052,19.775,-13.672
0.681,-0.415,-0.705,12.817,20.447,-9.399
0.687,-0.410,-0.750,4.578,20.691,-7.141
0.700,-0.407,-0.798,-5.920,19.653,-6.836
0.702,-0.396,-0.820,-11.658,17.517,-5.554
0.687,-0.323,-0.805,-11.658,13.916,-2.869
0.682,-0.259,-0.840,-8.240,13.000,-1.831
0.685,-0.259,-0.845,-3.967,11.902,-2.197
0.668,-0.243,-0.794,3.418,9.460,-2.014
0.653,-0.214,-0.769,10.620,9.949,-1.465
0.654,-0.187,-0.801,14.954,11.780,-2.258
0.663,-0.217,-0.809,14.832,11.414,-5.249
0.666,-0.262,-0.802,13.245,9.277,-8.118
0.664,-0.310,-0.819,12.085,8.484,-9.094
0.662,-0.321,-0.818,10.864,7.507,-7.812
0.644,-0.279,-0.811,9.644,5.737,-5.737
0.630,-0.272,-0.786,6.714,3.540,-5.371
0.609,-0.290,-0.774,3.967,3.296,-5.249
0.627,-0.212,-0.805,4.272,3.845,-2.991
0.623,-0.156,-0.806,7.690,2.380,-3.113
0.609,-0.158,-0.759,11.169,0.183,-6.409
0.586,-0.169,-0.755,12.634,0.854,-9.033
0.575,-0.178,-0.727,15.198,1.343,-10.559
0.576,-0.096,-0.710,20.447,3.357,-9.277
0.567,-0.076,-0.711,25.024,4.761,-11.414
0.567,-0.113,-0.721,25.330,6.165,-16.541
0.561,-0.127,-0.740,22.400,6.775,-20.935
0.575,-0.225,-0.773,17.273,6.287,-26.184
0.591,-0.320,-0.771,11.292,4.700,-29.968
0.587,-0.300,-0.789,7.996,3.845,-28.137
0.590,-0.275,-0.792,3.784,2.441,-26.550
0.583,-0.243,-0.741,0.793,-0.183,-25.757
0.580,-0.208,-0.750,0.305,0.549,-25.085
0.576,-0.184,-0.743,1.831,1.282,-25.940
0.577,-0.167,-0.734,4.150,1.465,-27.649
0.563,-0.153,-0.732,6.958,2.197,-29.846
0.556,-0.155,-0.712,9.277,2.441,-32.654
0.550,-0.199,-0.726,12.268,3.723,-36.255
0.562,-0.259,-0.759,15.869,5.310,-38.330
0.575,-0.333,-0.757,21.179,5.249,-38.391
0.589,-0.362,-0.756,25.818,5.493,-35.583
0.612,-0.390,-0.775,26.062,5.981,-32.715
0.614,-0.385,-0.782,23.071,5.188,-30.334
0.611,-0.344,-0.774,17.822,3.601,-28.076
0.592,-0.313,-0.742,12.695,1.770,-27.832
0.568,-0.281,-0.703,8.484,-0.122,-28.564
0.550,-0.262,-0.681,5.615,-0.183,-30.334
0.544,-0.249,-0.680,6.958,1.221,-31.555
0.551,-0.204,-0.695,11.841,3.174,-31.738
0.540,-0.195,-0.723,16.113,4.639,-33.203
0.552,-0.176,-0.725,18.127,4.211,-34.912
0.543,-0.196,-0.732,22.705,4.333,-37.842
0.531,-0.196,-0.745,28.076,4.944,-39.612
0.512,-0.164,-0.739,31.799,4.944,-39.856
0.486,-0.144,-0.729,33.508,4.944,-41.443
0.466,-0.106,-0.717,33.813,5.432,-43.640
0.441,-0.074,-0.714,33.020,6.287,-46.570
0.433,-0.047,-0.671,31.799,7.019,-50.659
0.437,-0.012,-0.676,30.151,9.460,-55.176
0.438,0.016,-0.720,28.259,12.939,-61.096
0.435,0.005,-0.721,23.621,13.184,-69.092
0.424,-0.030,-0.708,18.188,12.512,-77.515
0.398,-0.050,-0.700,14.771,13.428,-83.435
0.361,-0.044,-0.689,15.686,14.832,-87.646
-0.501,-2.773,-1.233,-94.116,1.465,62.622
-0.551,-3.057,-1.155,-96.924,-6.653,86.243
-0.600,-3.429,-1.090,-100.647,-10.925,113.342
-0.695,-3.752,-1.015,-99.792,-10.803,149.597
-0.806,-3.812,-1.089,-93.201,-5.188,202.759
-0.989,-3.514,-1.154,-82.397,-0.977,262.695
-1.200,-3.105,-1.082,-75.867,-5.249,316.284
-1.420,-2.796,-0.905,-76.965,-10.254,355.774
-1.595,-2.317,-0.764,-82.275,-10.559,387.268
-1.742,-1.700,-0.742,-106.445,-10.010,411.011
-1.713,-1.307,-0.730,-148.376,-6.653,416.687
-1.725,-1.107,-0.945,-189.392,4.211,418.396
-1.598,-0.536,-1.578,-185.669,22.461,434.326
-1.554,0.246,-1.749,-119.568,18.188,459.167
-1.506,1.065,-1.536,-23.315,2.380,485.474
-1.527,2.032,-1.196,55.420,-9.216,489.075
-1.410,2.930,-0.657,83.862,-25.208,458.435
-1.139,3.080,-0.331,40.894,-23.743,378.296
-0.801,2.678,-0.690,-48.157,1.953,277.527
-0.441,2.297,-1.130,-139.160,17.822,195.862
-0.075,1.723,-1.631,-189.758,20.996,139.648
0.041,1.172,-1.741,-162.903,13.367,113.770
0.024,1.404,-1.365,-86.731,-4.944,128.662
0.134,1.703,-1.259,-21.912,-6.775,134.705
0.225,1.371,-0.992,-6.531,-13.306,98.022
0.331,0.957,-0.750,-21.545,-21.179,62.012
0.434,0.505,-0.593,-37.781,-20.142,37.964
0.417,0.258,-0.441,-38.330,-15.381,34.119
0.445,0.286,-0.431,-32.288,-5.188,42.053
0.452,0.248,-0.468,-30.029,5.493,41.443
0.498,0.162,-0.516,-27.283,10.620,34.119
0.531,0.063,-0.651,-26.123,17.334,27.954
0.540,0.024,-0.719,-21.912,19.348,26.428
0.542,-0.036,-0.689,-12.024,16.968,23.437
0.547,-0.007,-0.736,-2.258,18.005,22.583
0.561,0.052,-0.812,1.343,19.043,20.386
0.564,-0.011,-0.769,-1.648,14.648,13.306
0.544,-0.130,-0.725,-6.165,11.230,6.104
0.534,-0.245,-0.727,-10.437,11.292,2.197
0.524,-0.267,-0.745,-12.268,11.047,3.174
0.528,-0.215,-0.727,-10.376,9.827,6.836
0.528,-0.159,-0.725,-6.348,9.521,8.606
0.545,-0.157,-0.718,-3.174,9.460,7.812
0.564,-0.168,-0.717,0.671,9.338,6.592
0.567,-0.172,-0.715,4.700,9.766,5.676
0.571,-0.147,-0.706,6.531,9.338,4.395
0.574,-0.167,-0.718,5.371,8.972,1.038
0.587,-0.241,-0.713,3.052,7.568,-3.113
0.625,-0.331,-0.714,1.892,6.531,-5.615
0.672,-0.415,-0.733,1.282,5.676,-5.920
0.680,-0.466,-0.698,0.366,2.991,-3.845
0.663,-0.441,-0.594,-0.366,-0.793,-0.549
0.645,-0.350,-0.543,0.549,0.183,3.540
0.635,-0.280,-0.557,2.502,3.845,4.822
0.620,-0.244,-0.579,3.967,6.165,3.113
0.606,-0.227,-0.593,4.578,7.324,0.122
0.602,-0.284,-0.644,4.150,9.155,-4.272
0.601,-0.384,-0.656,2.502,9.399,-8.301
0.616,-0.447,-0.676,1.404,9.521,-8.850
0.632,-0.455,-0.725,0.549,10.803,-6.592
0.639,-0.414,-0.757,-0.305,10.132,-3.845
