aX,aY,aZ,gX,gY,gZ
-0.240,-1.063,0.924,80.566,26.550,-2.502
-0.230,-0.996,0.569,71.350,35.583,-6.897
-0.220,-0.872,0.417,47.424,29.480,-8.789
-0.206,-0.785,0.459,23.865,17.212,-10.498
-0.197,-0.791,0.501,10.010,8.911,-13.000
-0.189,-0.835,0.577,6.226,3.906,-13.855
-0.185,-0.819,0.682,9.521,0.671,-11.292
-0.193,-0.761,0.711,14.526,1.648,-7.874
-0.206,-0.704,0.647,17.822,4.883,-5.981
-0.215,-0.691,0.641,16.907,4.517,-5.981
-0.223,-0.703,0.639,15.991,2.869,-6.531
-0.228,-0.699,0.635,17.029,2.136,-5.981
-0.240,-0.637,0.650,19.714,0.610,-4.578
-0.256,-0.596,0.621,19.348,-0.366,-4.761
-0.270,-0.593,0.679,16.235,-2.991,-7.019
-0.273,-0.631,0.826,11.780,-6.653,-10.132
-0.271,-0.668,0.871,8.728,-4.822,-12.695
-0.270,-0.691,0.845,6.836,-1.160,-13.611
-0.262,-0.740,0.862,6.775,0.610,-14.526
-0.254,-0.770,0.861,8.667,2.930,-14.099
-0.246,-0.762,0.822,9.949,6.287,-12.207
-0.241,-0.747,0.765,8.118,8.484,-10.315
-0.238,-0.713,0.739,5.371,8.240,-8.301
-0.235,-0.688,0.711,3.113,7.568,-7.446
-0.235,-0.682,0.680,1.160,6.897,-7.629
-0.231,-0.677,0.686,-0.549,5.127,-7.996
-0.229,-0.686,0.693,0.000,3.174,-8.423
-0.231,-0.703,0.681,-0.183,2.441,-8.179
-0.235,-0.713,0.678,1.038,1.953,-7.751
-0.234,-0.772,0.684,1.465,0.977,-7.568
-0.233,-0.766,0.708,0.305,-0.122,-5.737
-0.230,-0.763,0.711,0.854,-0.427,-3.296
-0.232,-0.766,0.708,2.930,0.305,-2.930
-0.236,-0.739,0.689,3.235,0.488,-2.136
-0.240,-0.720,0.670,0.977,0.122,-1.770
-0.241,-0.719,0.691,-2.258,-1.953,-1.221
-0.242,-0.724,0.707,-3.723,-2.686,-0.977
-0.243,-0.688,0.749,-3.967,-2.747,0.549
-0.241,-0.661,0.748,-4.028,-1.709,1.221
-0.242,-0.654,0.723,-2.197,0.305,1.099
-0.243,-0.635,0.713,-0.488,1.038,1.404
-0.245,-0.630,0.713,0.488,1.221,1.404
-0.245,-0.630,0.726,-0.427,1.038,0.732
-0.242,-0.642,0.727,-3.296,1.221,-0.061
-0.244,-0.658,0.740,-4.700,1.160,-0.488
-0.244,-0.692,0.719,-3.052,2.319,-0.793
-0.246,-0.728,0.715,-2.319,3.296,-0.977
-0.243,-0.703,0.706,-2.075,3.784,0.122
-0.239,-0.694,0.681,-2.197,4.761,0.244
-0.234,-0.708,0.641,-0.305,5.127,-0.244
-0.232,-0.730,0.624,1.038,4.395,-0.061
-0.232,-0.721,0.650,0.549,2.869,0.610
-0.229,-0.708,0.667,0.183,1.831,1.526
-0.230,-0.689,0.657,-1.343,2.014,2.258
-0.231,-0.701,0.637,-0.916,1.953,2.808
-0.232,-0.706,0.658,-0.916,0.977,3.235
-0.234,-0.650,0.685,-2.686,0.366,4.883
-0.237,-0.659,0.674,-3.967,1.343,4.028
-0.240,-0.655,0.667,-2.747,2.136,3.296
-0.239,-0.684,0.676,-2.197,2.258,2.930
-0.238,-0.709,0.698,-1.953,2.258,2.625
-0.236,-0.692,0.682,-0.305,3.235,3.967
-0.234,-0.708,0.659,2.014,4.211,4.395
-0.234,-0.730,0.661,4.822,3.662,4.883
-0.233,-0.706,0.670,5.493,2.991,6.409
-0.232,-0.689,0.676,4.028,2.686,7.019
-0.233,-0.695,0.677,3.357,2.319,7.141
-0.230,-0.715,0.677,2.991,2.197,7.446
-0.228,-0.710,0.709,2.991,1.282,9.521
-0.227,-0.743,0.748,5.005,1.831,10.742
-0.230,-0.743,0.781,9.216,4.028,12.939
-0.232,-0.704,0.783,16.052,7.690,15.808
-0.230,-0.687,0.753,21.851,11.414,17.395
-0.235,-0.654,0.723,23.926,13.855,18.066
-0.237,-0.589,0.714,24.597,14.709,18.494
-0.238,-0.552,0.654,23.804,15.747,15.930
-0.235,-0.516,0.583,17.822,14.771,12.512
-0.228,-0.541,0.569,7.385,10.315,7.690
-0.221,-0.612,0.585,-2.136,5.615,2.686
-0.212,-0.656,0.629,-8.240,1.770,0.244
-0.204,-0.706,0.659,-11.780,-0.183,-0.793
-0.200,-0.720,0.679,-11.719,-0.244,0.244
-0.198,-0.715,0.682,-9.338,0.732,2.014
-0.200,-0.735,0.688,-5.432,1.892,3.113
-0.203,-0.707,0.692,0.305,3.235,5.371
-0.209,-0.655,0.674,7.202,4.944,7.690
-0.214,-0.631,0.637,10.559,6.165,7.446
-0.220,-0.603,0.615,8.545,5.371,6.104
-0.800,3.573,-0.435,53.345,57.922,103.516
-0.998,4.000,-0.723,68.848,51.514,57.800
-1.250,4.000,-1.220,72.937,42.419,-13.794
-1.502,4.000,-1.734,55.847,21.790,-100.708
-1.701,4.000,-1.918,32.288,-19.958,-193.237
-1.871,3.589,-1.748,15.869,-71.777,-278.931
-1.894,2.279,-1.306,18.433,-115.784,-340.515
-1.827,1.365,-0.706,45.471,-145.142,-358.521
-1.752,0.795,-0.121,101.013,-155.640,-355.896
-1.689,0.647,-0.001,155.212,-146.606,-351.013
-1.670,0.331,-0.197,150.085,-134.399,-360.657
-1.676,-0.405,0.194,85.327,-152.344,-383.118
-1.604,-1.286,0.892,32.837,-176.025,-401.367
-1.485,-2.421,1.149,29.480,-175.232,-402.344
-1.360,-3.602,0.884,62.622,-159.302,-378.235
-1.135,-4.000,1.207,113.525,-166.321,-317.993
-1.048,-3.623,1.784,166.626,-176.941,-244.324
-1.023,-3.385,1.918,197.388,-159.546,-205.505
-0.855,-3.474,1.986,181.152,-147.095,-196.777
-0.668,-3.986,2.287,129.395,-144.287,-194.641
-0.514,-3.971,2.668,51.697,-135.681,-165.649
-0.365,-3.622,2.596,-7.996,-102.661,-119.263
-0.300,-3.102,2.204,-14.343,-61.340,-75.745
-0.315,-2.523,1.809,19.531,-28.137,-35.583
-0.325,-1.741,1.459,66.162,-6.348,-2.991
-0.323,-1.103,1.187,103.455,6.470,12.146
-0.332,-0.964,1.173,111.450,9.705,2.625
-0.336,-0.996,1.205,118.408,13.428,-12.146
-0.323,-1.068,1.111,118.652,22.888,-22.888
-0.300,-1.125,0.829,109.009,30.579,-32.715
-0.277,-1.192,0.486,72.327,29.358,-38.391
-0.253,-1.290,0.612,17.639,10.925,-42.725
-0.215,-1.332,0.939,-13.062,-4.761,-40.833
-0.180,-1.373,1.035,-18.799,-1.038,-34.912
-0.176,-1.239,0.990,-11.047,9.888,-23.315
-0.166,-1.007,0.851,0.244,20.508,-11.108
-0.165,-0.852,0.688,9.094,26.855,-4.639
-0.167,-0.712,0.540,16.907,27.832,-1.770
-0.158,-0.661,0.565,21.912,22.339,-1.221
-0.154,-0.694,0.635,27.405,16.663,-1.831
-0.168,-0.634,0.664,31.250,15.503,0.244
-0.185,-0.516,0.642,34.851,15.686,2.319
-0.202,-0.467,0.591,29.175,15.198,-1.099
-0.210,-0.485,0.548,13.733,11.597,-6.897
-0.214,-0.552,0.561,-2.625,5.981,-13.550
-0.208,-0.632,0.638,-13.428,0.183,-17.029
-0.205,-0.744,0.641,-15.137,-0.793,-17.944
-0.205,-0.779,0.637,-11.108,-0.366,-14.587
-0.212,-0.734,0.668,-3.479,-0.488,-8.484
-0.222,-0.674,0.633,6.897,0.977,-4.028
-0.238,-0.603,0.587,12.634,1.526,-2.380
-0.244,-0.536,0.605,11.597,-1.831,-2.502
-0.246,-0.539,0.646,5.920,-4.822,-5.127
-0.243,-0.595,0.728,1.831,-7.202,-8.850
-0.245,-0.647,0.766,2.197,-7.019,-10.315
-0.247,-0.648,0.786,4.883,-4.944,-9.033
-0.250,-0.662,0.790,9.644,-3.235,-7.629
-0.256,-0.642,0.760,14.160,-0.916,-6.531
-0.262,-0.610,0.710,15.747,0.549,-5.615
-0.266,-0.613,0.684,15.198,-0.244,-5.737
-0.263,-0.664,0.702,13.245,-2.075,-7.202
-0.264,-0.619,0.734,10.681,-3.296,-6.592
-0.269,-0.594,0.692,7.812,-3.174,-7.141
-0.268,-0.604,0.715,0.610,-4.639,-9.949
-0.260,-0.638,0.769,-5.066,-6.958,-11.719
-0.259,-0.693,0.751,-8.057,-5.371,-13.489
-0.261,-0.732,0.758,-7.751,-4.700,-13.184
-0.264,-0.762,0.752,-4.578,-4.089,-11.719
-0.270,-0.771,0.765,-2.686,-3.479,-9.644
-0.275,-0.775,0.757,-1.038,-2.930,-7.690
-0.276,-0.794,0.755,0.671,-2.197,-6.470
-0.271,-0.800,0.755,4.150,-1.831,-4.272
-0.270,-0.759,0.766,7.996,-1.099,-1.343
-0.270,-0.712,0.756,10.376,0.000,0.854
-0.268,-0.699,0.739,11.475,1.404,1.160
-0.256,-0.721,0.752,10.437,1.648,0.427
-0.248,-0.739,0.781,8.972,2.136,1.099
-0.248,-0.694,0.770,8.484,4.578,3.906
-0.246,-0.665,0.702,10.681,7.874,5.249
-0.252,-0.622,0.658,11.597,8.728,5.493
-0.254,-0.577,0.649,11.841,7.263,5.249
-0.251,-0.578,0.639,10.132,5.981,3.479
-0.247,-0.608,0.656,7.751,4.272,1.099
-0.248,-0.626,0.659,5.798,3.540,-0.061
-0.245,-0.641,0.653,4.028,2.747,-0.793
-0.241,-0.658,0.654,2.075,1.404,-1.221
-0.241,-0.676,0.658,0.366,0.366,-1.404
-0.242,-0.689,0.653,0.122,-0.061,-1.221
-0.247,-0.710,0.675,0.000,-0.977,-0.671
-0.242,-0.727,0.746,1.465,-2.380,0.183
-0.240,-0.719,0.764,2.747,-0.732,1.709
-0.240,-0.715,0.741,5.005,2.502,2.380
-0.239,-0.714,0.704,7.080,4.639,3.296
-0.243,-0.709,0.694,8.728,4.944,4.395
-0.242,-0.651,0.708,8.423,4.150,5.920
-0.244,-0.644,0.701,7.141,4.578,4.822
-0.243,-0.650,0.703,5.798,4.395,3.601
-0.248,-0.628,0.687,4.333,4.150,3.601
-0.249,-0.650,0.652,1.953,3.845,2.380
-0.244,-0.702,0.690,-1.099,1.831,0.977
-0.244,-0.705,0.733,-1.770,0.305,1.831
-0.246,-0.710,0.713,-1.282,2.014,2.930
-0.245,-0.744,0.723,-1.587,2.625,3.540
-0.239,-0.756,0.758,-1.343,2.563,5.371
-0.238,-0.733,0.742,-0.854,4.639,8.301
-0.234,-0.695,0.729,1.587,6.104,9.399
-0.235,-0.710,0.705,3.052,7.080,8.301
-0.237,-0.667,0.717,1.770,6.470,8.728
-0.238,-0.672,0.708,0.854,6.348,7.690
-0.239,-0.700,0.707,-0.366,6.165,5.981
-0.240,-0.694,0.740,-2.808,5.188,5.798
-0.239,-0.715,0.748,-2.808,5.615,5.859
-0.237,-0.740,0.751,-1.953,6.592,5.920
-0.236,-0.730,0.770,-0.977,7.141,7.263
-0.238,-0.699,0.771,0.366,8.362,9.155
-0.238,-0.702,0.750,1.892,10.071,9.216
-0.235,-0.713,0.725,3.235,10.803,9.460
-0.233,-0.687,0.705,1.892,10.925,10.681
-0.232,-0.692,0.726,-0.366,10.010,11.047
-0.229,-0.697,0.734,-0.427,9.949,10.620
-1.056,3.029,-0.156,45.288,18.433,89.600
-1.306,3.621,-0.489,60.852,14.038,52.002
-1.542,4.000,-0.672,58.044,-0.244,0.366
-1.793,4.000,-0.811,46.814,-19.592,-67.871
-1.995,4.000,-0.878,36.682,-39.246,-148.071
-2.152,3.731,-0.776,25.818,-60.364,-224.792
-2.246,3.140,-0.761,18.616,-72.021,-288.879
-2.315,2.482,-0.836,28.076,-77.393,-338.928
-2.315,1.828,-0.696,46.692,-85.205,-373.840
-2.268,1.085,-0.263,77.515,-94.543,-398.499
-2.150,0.333,0.078,128.540,-88.074,-414.185
-2.038,-0.165,0.300,179.932,-68.481,-421.509
-2.009,-0.175,0.158,224.487,-45.227,-428.162
-2.101,-0.477,-0.490,212.219,-26.062,-455.261
-2.174,-1.368,-0.813,138.306,-49.622,-497.925
-2.206,-2.971,-0.896,53.284,-106.323,-528.442
-2.070,-4.000,-0.410,-16.174,-185.181,-509.521
-1.937,-4.000,0.966,-67.627,-270.996,-439.270
-1.665,-4.000,2.206,-53.650,-309.387,-355.652
-1.467,-4.000,3.015,17.578,-296.204,-278.625
-1.213,-4.000,3.406,89.600,-238.464,-202.576
-0.924,-3.889,4.000,105.530,-183.716,-142.944
-0.752,-3.073,3.777,100.830,-96.558,-106.628
-0.722,-2.601,2.650,117.737,-0.061,-97.839
-0.666,-1.999,1.618,141.541,52.002,-96.985
-0.586,-1.694,0.830,139.404,64.819,-102.173
-0.515,-2.044,0.513,101.746,47.363,-119.446
-0.382,-2.557,0.918,59.448,13.489,-124.634
-0.296,-2.786,1.338,38.879,-3.052,-107.117
-0.232,-2.522,1.413,46.631,7.263,-73.059
-0.215,-2.199,1.146,67.383,27.832,-43.030
-0.189,-1.883,1.065,87.036,38.757,-21.240
-0.170,-1.651,0.908,92.285,46.692,-7.324
-0.161,-1.472,0.780,90.576,53.894,1.465
-0.165,-1.270,0.705,93.506,54.871,8.362
-0.174,-1.004,0.507,94.360,57.617,12.878
-0.177,-0.814,0.298,78.186,53.711,11.353
-0.177,-0.770,0.248,48.035,40.771,4.395
-0.164,-0.781,0.365,21.667,23.926,-2.197
-0.149,-0.848,0.435,5.554,14.099,-5.676
-0.148,-0.876,0.529,-0.366,8.362,-5.005
-0.157,-0.827,0.593,0.793,5.859,-0.366
-0.162,-0.767,0.622,3.601,6.104,3.418
-0.177,-0.704,0.607,2.014,6.897,5.249
-0.194,-0.657,0.587,-1.587,6.409,5.737
-0.207,-0.599,0.594,-4.883,4.944,5.798
-0.215,-0.621,0.681,-6.042,2.625,3.601
-0.219,-0.627,0.772,-6.042,2.014,1.648
-0.226,-0.615,0.777,-3.845,6.226,1.160
-0.231,-0.582,0.728,5.676,10.559,0.610
-0.231,-0.592,0.608,12.390,14.465,-1.404
-0.226,-0.661,0.539,11.780,13.062,-3.906
-0.213,-0.723,0.569,7.019,7.080,-4.761
-0.206,-0.783,0.622,2.014,2.991,-4.150
-0.204,-0.775,0.700,0.916,0.977,-1.953
-0.203,-0.789,0.705,2.014,2.075,-0.427
-0.205,-0.759,0.667,1.099,4.272,1.770
-0.206,-0.761,0.656,0.061,4.456,2.808
-0.207,-0.766,0.650,-1.038,4.211,2.808
-0.203,-0.764,0.635,-3.479,3.845,3.296
-0.208,-0.772,0.627,-5.737,2.930,3.113
-0.211,-0.759,0.654,-6.104,1.282,3.479
-0.214,-0.750,0.680,-5.371,0.488,3.601
-0.211,-0.766,0.677,-3.601,1.160,3.540
-0.217,-0.750,0.692,-1.831,1.221,4.761
-0.222,-0.710,0.677,-2.502,1.648,7.263
-0.224,-0.689,0.677,-3.723,1.709,8.240
-0.227,-0.681,0.671,-5.127,1.343,8.423
-0.229,-0.687,0.673,-5.676,1.404,7.935
-0.229,-0.683,0.706,-6.226,0.549,7.629
-0.234,-0.684,0.710,-7.507,1.160,7.202
-0.237,-0.672,0.692,-8.057,2.441,6.470
-0.238,-0.681,0.674,-7.141,3.113,5.432
-0.236,-0.703,0.682,-7.263,2.563,5.188
-0.232,-0.708,0.682,-7.507,2.686,5.737
-0.236,-0.710,0.686,-7.141,3.174,6.165
-0.229,-0.727,0.699,-4.089,3.784,6.287
-0.227,-0.717,0.689,0.244,4.883,7.568
-0.224,-0.690,0.658,3.296,6.348,9.399
-0.225,-0.659,0.652,4.883,6.409,9.583
-0.220,-0.645,0.622,4.150,6.470,8.484
-0.215,-0.708,0.595,0.427,5.676,5.981
-0.210,-0.689,0.640,-4.456,2.869,6.897
-0.211,-0.686,0.616,-4.822,2.625,7.874
-0.214,-0.694,0.611,-4.333,2.930,7.568
-0.212,-0.706,0.666,-4.272,1.221,7.568
-0.214,-0.691,0.682,-5.493,1.648,8.118
-0.217,-0.684,0.645,-4.639,3.479,8.850
-0.222,-0.679,0.631,-3.601,3.967,8.606
-0.222,-0.668,0.641,-2.930,3.296,8.362
-0.219,-0.696,0.651,-1.526,2.808,7.446
-0.223,-0.667,0.665,0.916,2.625,8.179
-0.225,-0.668,0.651,3.357,3.235,8.423
-0.223,-0.703,0.667,3.479,3.174,6.897
-0.217,-0.731,0.686,2.563,2.930,6.592
-0.208,-0.743,0.702,1.648,3.601,7.202
-0.214,-0.734,0.696,1.038,4.883,8.850
-0.212,-0.693,0.688,-0.977,6.104,10.376
-0.208,-0.698,0.674,-2.319,6.958,10.376
-0.207,-0.690,0.638,-1.282,8.240,9.949
-0.204,-0.670,0.617,0.244,7.874,9.888
-0.203,-0.685,0.591,0.244,6.897,8.911
-0.206,-0.640,0.625,-0.183,4.272,9.583
-0.207,-0.635,0.644,0.244,2.625,8.484
-0.204,-0.690,0.669,-0.427,2.075,5.798
-0.204,-0.730,0.693,-0.183,1.831,5.127
-0.201,-0.731,0.702,1.770,2.625,6.470
-0.200,-0.748,0.716,2.930,3.418,7.385
-0.198,-0.746,0.690,4.089,5.127,8.240
-0.198,-0.738,0.678,4.333,5.920,9.216
-0.203,-0.738,0.683,3.296,5.493,9.277
-0.204,-0.695,0.674,0.488,5.676,10.132
-0.204,-0.720,0.677,-0.854,5.188,9.094
-0.203,-0.742,0.681,-2.014,4.883,8.179
-0.198,-0.768,0.697,-5.127,4.333,8.118
-0.190,-0.788,0.708,-6.653,4.333,8.606
-0.187,-0.791,0.696,-4.944,5.432,9.949
-0.184,-0.781,0.692,-2.930,5.981,11.658
-0.183,-0.764,0.697,-2.197,6.287,12.939
-0.179,-0.750,0.666,-1.953,7.202,13.428
-0.739,2.980,-0.341,-11.597,30.762,20.996
-0.909,3.194,-0.723,-2.930,28.992,-17.883
-1.055,3.509,-1.009,19.348,16.602,-55.420
-1.199,3.553,-1.252,42.725,-1.587,-102.173
-1.340,3.241,-1.459,63.416,-24.414,-155.823
-1.445,2.708,-1.289,81.299,-55.054,-203.369
-1.522,2.130,-0.701,96.436,-86.243,-239.807
-1.532,1.469,-0.049,111.023,-97.839,-267.029
-1.482,1.106,0.463,137.207,-88.196,-283.508
-1.431,0.963,0.607,178.528,-61.707,-297.424
-1.402,0.664,0.504,201.416,-32.349,-322.388
-1.375,0.270,0.203,203.308,-15.137,-350.464
-1.396,-0.067,-0.328,183.472,-9.888,-374.451
-1.395,-0.675,-0.920,157.104,-29.907,-397.095
-1.462,-1.443,-1.218,109.436,-77.820,-415.649
-1.703,-2.282,-1.047,63.049,-149.536,-421.204
-1.850,-4.000,0.366,39.673,-233.032,-437.683
-1.176,-4.000,2.825,55.054,-297.729,-407.776
-0.717,-4.000,4.000,116.882,-267.151,-285.095
-0.407,-4.000,3.932,172.974,-148.071,-119.019
-0.385,-3.097,3.131,187.988,-44.739,-28.564
-0.473,-1.533,1.988,176.575,27.771,-13.855
-0.484,-0.784,0.840,157.715,65.918,-48.645
-0.396,-1.052,0.012,95.886,61.646,-111.572
-0.390,-1.754,-0.036,4.761,22.888,-157.959
-0.310,-2.278,0.347,-54.993,-22.217,-164.856
-0.238,-2.792,0.849,-57.556,-45.959,-146.912
-0.181,-2.832,1.334,-17.517,-50.964,-112.427
-0.172,-2.530,1.371,28.137,-31.738,-70.923
-0.192,-2.161,1.273,55.115,-10.559,-39.551
-0.205,-1.894,1.184,60.120,3.296,-19.836
-0.205,-1.602,1.164,55.786,14.404,-5.371
-0.209,-1.259,1.115,59.753,26.733,5.127
-0.212,-0.995,0.870,69.214,40.649,8.728
-0.210,-0.795,0.559,65.735,47.913,5.981
-0.199,-0.728,0.377,43.823,41.565,-0.854
-0.190,-0.694,0.377,17.273,28.198,-7.935
-0.172,-0.748,0.481,-1.099,14.709,-15.076
-0.151,-0.870,0.536,-8.057,8.301,-19.226
-0.146,-0.935,0.555,-4.272,5.920,-17.578
-0.155,-0.863,0.536,3.479,5.066,-11.230
-0.167,-0.802,0.517,9.033,3.662,-6.531
-0.189,-0.719,0.509,10.315,0.793,-3.662
-0.200,-0.684,0.581,7.996,-2.930,-3.418
-0.203,-0.716,0.732,4.089,-6.348,-5.310
-0.206,-0.702,0.759,6.226,-4.028,-4.822
-0.205,-0.736,0.719,11.841,0.549,-5.127
-0.205,-0.734,0.713,17.395,3.052,-4.761
-0.211,-0.694,0.710,21.484,4.883,-3.418
-0.209,-0.670,0.657,24.414,6.470,-4.395
-0.207,-0.722,0.609,19.348,6.470,-7.690
-0.197,-0.781,0.634,9.094,2.991,-9.888
-0.194,-0.809,0.684,0.366,0.671,-9.705
-0.188,-0.853,0.719,-0.610,1.038,-9.033
-0.182,-0.879,0.707,3.357,3.296,-6.897
-0.181,-0.844,0.666,6.287,5.554,-2.930
-0.183,-0.811,0.633,6.897,6.287,-0.305
-0.189,-0.783,0.622,7.690,5.798,1.526
-0.191,-0.763,0.630,11.414,4.883,2.991
-0.195,-0.751,0.646,16.052,4.395,3.479
-0.200,-0.724,0.662,20.325,4.211,4.333
-0.210,-0.699,0.623,22.095,5.005,4.028
-0.208,-0.735,0.609,17.822,4.211,1.526
-0.206,-0.777,0.652,12.573,1.099,-0.732
-0.203,-0.783,0.667,8.789,0.244,-0.916
-0.201,-0.809,0.679,7.629,0.183,-0.793
-0.201,-0.826,0.693,6.226,0.732,0.244
-0.205,-0.781,0.736,2.991,0.732,2.930
-0.213,-0.761,0.710,1.221,3.357,3.601
-0.209,-0.747,0.671,1.770,5.981,3.296
-0.206,-0.727,0.646,3.357,6.531,3.296
-0.207,-0.692,0.559,3.723,7.019,3.540
-0.204,-0.697,0.560,1.831,4.517,2.747
-0.203,-0.706,0.629,-0.244,0.488,1.404
-0.200,-0.677,0.634,-1.465,0.732,1.160
-0.204,-0.689,0.624,-1.526,1.282,-0.366
-0.213,-0.677,0.610,-1.038,1.221,-1.160
-0.214,-0.710,0.614,0.000,0.671,-2.075
-0.214,-0.756,0.662,0.916,-0.488,-3.235
-0.213,-0.758,0.675,2.563,0.610,-2.869
-0.214,-0.759,0.643,6.348,3.113,-2.502
-0.220,-0.755,0.595,10.376,4.639,-2.258
-0.214,-0.785,0.599,13.306,3.601,-2.380
-0.204,-0.840,0.687,12.573,1.404,-2.563
-0.198,-0.844,0.711,12.329,2.808,-0.793
-0.202,-0.800,0.616,13.245,7.507,2.075
-0.200,-0.782,0.561,10.437,9.094,3.784
-0.193,-0.796,0.582,8.545,6.409,3.052
-0.194,-0.767,0.597,5.066,5.127,4.028
-0.192,-0.736,0.604,1.343,5.005,4.456
-0.193,-0.759,0.599,-1.221,5.188,2.747
-0.187,-0.771,0.599,-1.160,4.578,2.136
-0.188,-0.781,0.594,0.305,4.028,3.052
-0.188,-0.798,0.597,1.282,3.723,3.418
-0.188,-0.795,0.620,3.113,2.930,4.395
-0.195,-0.771,0.637,4.578,2.502,5.981
-0.198,-0.760,0.633,3.784,3.052,6.287
-0.191,-0.788,0.662,1.709,3.113,5.493
-0.188,-0.837,0.708,-0.366,3.967,5.066
-0.181,-0.809,0.726,0.916,6.592,7.446
-0.182,-0.805,0.674,3.479,10.742,8.850
-0.182,-0.794,0.617,6.653,13.184,9.460
-0.181,-0.797,0.601,9.155,12.390,10.010
-0.178,-0.806,0.599,8.484,10.986,10.193
-0.174,-0.803,0.635,6.897,9.583,10.559
-0.171,-0.815,0.655,5.798,9.155,10.864
-0.168,-0.836,0.664,4.883,9.644,11.536
-0.164,-0.848,0.648,5.554,10.681,13.245
-0.153,-0.852,0.643,7.629,11.780,14.526
-0.146,-0.867,0.620,10.925,12.939,16.113
-0.141,-0.880,0.630,14.648,13.428,18.066
-0.137,-0.888,0.634,22.522,14.282,20.752
-0.135,-0.864,0.610,29.602,15.991,23.682
-0.141,-0.820,0.587,33.447,16.602,26.062
-0.142,-0.768,0.560,32.593,15.869,26.428
-0.141,-0.750,0.527,27.344,14.465,24.780
-0.142,-0.747,0.513,18.982,11.475,22.400
-0.138,-0.757,0.544,9.033,7.446,19.775
-0.135,-0.791,0.568,0.427,4.639,17.029
-0.130,-0.801,0.609,-7.935,2.747,15.930
-0.923,3.397,0.128,-18.250,-6.287,40.405
-1.207,3.999,-0.048,-19.043,1.099,1.038
-1.502,4.000,-0.196,-7.019,4.395,-56.213
-1.743,4.000,-0.465,20.874,8.057,-122.864
-1.909,3.999,-0.801,50.964,9.766,-193.420
-2.010,3.361,-0.889,71.716,-2.014,-263.367
-2.017,2.503,-0.739,81.726,-16.907,-315.002
-1.988,1.868,-0.447,101.074,-26.855,-343.323
-1.927,1.579,-0.161,123.596,-25.879,-361.023
-1.917,1.169,-0.151,126.221,-15.015,-387.329
-1.862,0.669,-0.495,111.023,-5.493,-419.678
-1.776,-0.173,-0.797,84.595,-14.954,-450.989
-1.624,-1.217,-0.882,72.021,-44.556,-466.064
-1.506,-1.840,-0.729,100.586,-85.815,-448.547
-1.468,-2.313,-0.431,151.428,-121.643,-422.058
-1.427,-3.365,0.227,206.543,-149.536,-413.696
-1.299,-3.683,1.423,248.596,-166.809,-383.362
-1.147,-3.729,2.177,249.512,-146.912,-346.375
-0.901,-3.432,1.751,204.163,-85.693,-317.810
-0.915,-3.434,1.422,137.939,-47.241,-298.950
-0.873,-3.054,0.798,68.848,-29.663,-276.611
-0.871,-2.645,0.188,18.982,-23.804,-247.314
-0.934,-2.248,0.280,-20.813,-51.941,-223.755
-0.956,-2.231,0.820,-5.676,-80.994,-210.571
-0.935,-2.565,1.080,53.589,-82.214,-208.069
-0.936,-2.794,1.039,125.793,-65.247,-192.017
-0.874,-3.302,1.326,177.246,-54.993,-174.438
-0.780,-3.601,1.486,210.632,-42.358,-151.306
-0.662,-3.725,1.246,212.952,-18.738,-118.835
-0.573,-3.722,1.125,152.710,-9.460,-84.900
-0.493,-3.319,1.440,69.824,-17.944,-43.884
-0.417,-2.712,1.666,6.165,-14.282,-7.324
-0.360,-2.191,1.487,-10.925,12.024,12.573
-0.321,-1.794,1.112,7.080,41.199,21.729
-0.268,-1.336,0.777,42.542,57.861,30.884
-0.234,-0.904,0.409,68.237,66.040,37.170
-0.185,-0.664,0.074,78.186,62.927,34.668
-0.152,-0.562,-0.043,68.420,48.279,27.710
-0.148,-0.510,0.109,45.715,25.940,22.217
-0.145,-0.595,0.285,31.799,11.169,15.991
-0.163,-0.762,0.405,31.677,4.089,11.597
-0.188,-0.698,0.516,36.865,0.916,15.503
-0.217,-0.608,0.614,41.931,0.122,17.456
-0.256,-0.518,0.565,37.964,2.563,12.390
-0.272,-0.510,0.432,17.639,4.211,3.052
-0.273,-0.590,0.477,-6.592,-2.625,-7.874
-0.266,-0.713,0.500,-21.790,-8.118,-16.479
-0.253,-0.850,0.494,-27.710,-10.681,-20.752
-0.255,-0.894,0.576,-29.114,-14.648,-18.799
-0.250,-0.915,0.646,-22.156,-15.625,-14.099
-0.252,-0.908,0.680,-10.254,-13.306,-8.972
-0.261,-0.845,0.697,-2.869,-9.888,-3.174
-0.268,-0.820,0.694,0.488,-6.714,-0.305
-0.276,-0.799,0.726,-3.174,-4.761,0.732
-0.282,-0.760,0.764,-7.507,-3.479,1.221
-0.275,-0.743,0.762,-10.742,-0.061,-0.366
-0.273,-0.794,0.721,-11.658,4.517,-2.747
-0.264,-0.825,0.642,-8.423,8.057,-3.235
-0.254,-0.844,0.626,-3.662,8.362,-2.258
-0.250,-0.865,0.634,-0.427,7.629,-1.282
-0.247,-0.847,0.639,2.258,8.240,0.793
-0.248,-0.807,0.604,4.150,9.644,3.357
-0.249,-0.824,0.562,6.409,10.620,3.113
-0.241,-0.822,0.551,7.996,9.399,3.052
-0.241,-0.814,0.531,4.150,7.629,3.357
-0.244,-0.783,0.526,-4.333,5.371,3.540
-0.239,-0.810,0.549,-12.085,2.380,2.502
