aX,aY,aZ,gX,gY,gZ
0.197,0.169,0.555,59.204,20.752,39.856
0.300,0.114,0.489,54.993,10.620,39.246
0.392,0.114,0.494,49.438,0.977,38.574
0.435,0.141,0.532,49.377,-4.761,37.781
0.422,0.144,0.554,56.274,-5.981,36.865
0.405,0.125,0.571,56.274,-4.517,38.147
0.373,0.078,0.548,47.607,-3.174,41.077
0.425,0.016,0.517,32.898,-2.014,45.532
0.444,0.017,0.490,14.893,-4.272,53.711
0.490,0.036,0.404,-2.502,-6.042,60.974
0.568,0.021,0.372,-18.494,-9.888,63.599
0.652,-0.013,0.407,-33.081,-15.808,63.416
0.722,0.031,0.503,-44.739,-19.104,61.829
0.767,0.042,0.582,-40.833,-17.151,55.115
0.745,0.021,0.566,-21.118,-10.437,44.617
0.684,-0.004,0.491,-3.784,-3.235,35.400
0.638,-0.048,0.375,8.240,1.343,27.405
0.618,-0.046,0.281,12.451,2.747,20.081
0.618,-0.100,0.178,13.306,2.991,10.803
0.638,-0.157,0.119,11.780,-3.296,6.287
0.679,-0.201,0.095,7.690,-10.498,2.441
0.735,-0.265,0.140,8.606,-20.508,-1.892
0.783,-0.350,0.232,11.169,-28.992,-6.042
0.799,-0.381,0.327,12.085,-34.119,-6.226
0.818,-0.379,0.400,9.888,-35.889,-3.418
0.834,-0.364,0.449,3.967,-34.851,-0.793
0.842,-0.347,0.472,-0.549,-32.227,1.282
0.877,-0.417,0.451,-3.418,-27.527,0.427
0.942,-0.408,0.547,-12.939,-27.954,4.822
0.991,-0.376,0.641,-18.433,-26.855,9.949
0.976,-0.337,0.709,-12.695,-22.522,11.963
0.998,-0.363,0.734,-6.775,-12.573,8.606
0.950,-0.288,0.749,1.526,-5.859,11.169
0.888,-0.258,0.667,13.916,2.258,10.620
0.816,-0.262,0.572,18.738,9.338,6.531
0.776,-0.292,0.540,16.174,11.108,3.784
0.745,-0.323,0.496,10.315,12.146,3.174
0.716,-0.327,0.462,5.920,13.428,3.845
0.688,-0.313,0.462,2.441,14.465,3.418
0.665,-0.315,0.481,3.601,16.052,0.427
0.638,-0.312,0.517,4.700,17.822,-3.784
0.637,-0.279,0.539,-1.526,20.508,-9.277
0.617,-0.279,0.528,-6.042,23.010,-14.709
0.582,-0.330,0.506,-9.583,24.292,-17.944
0.557,-0.401,0.488,-19.531,25.024,-18.188
0.520,-0.442,0.474,-32.715,24.597,-15.442
0.507,-0.436,0.490,-41.199,22.949,-10.742
0.515,-0.416,0.500,-37.292,20.813,-4.822
0.502,-0.415,0.497,-22.888,19.653,-1.343
0.485,-0.417,0.498,-9.766,18.433,0.122
0.501,-0.340,0.564,-6.775,16.418,1.038
0.507,-0.246,0.589,-8.789,15.808,1.404
0.481,-0.213,0.558,-12.390,17.090,1.038
0.450,-0.192,0.531,-23.254,19.531,0.122
0.466,-0.236,0.467,-40.955,26.184,-4.211
0.444,-0.265,0.382,-52.490,31.311,-4.639
0.451,-0.326,0.324,-61.768,31.982,-0.366
0.519,-0.363,0.340,-80.078,32.898,2.869
0.563,-0.352,0.414,-89.172,31.189,6.714
0.609,-0.264,0.513,-86.792,29.724,8.179
0.629,-0.182,0.520,-81.543,30.823,5.493
0.600,-0.181,0.492,-77.698,31.555,-0.183
0.582,-0.176,0.511,-79.529,30.151,-7.874
0.543,-0.186,0.475,-72.571,31.067,-16.846
0.478,-0.264,0.349,-54.749,31.799,-26.489
0.451,-0.351,0.186,-46.997,29.968,-32.227
0.492,-0.424,0.096,-56.580,22.827,-33.508
0.604,-0.429,0.159,-70.068,10.925,-32.471
0.726,-0.425,0.261,-73.181,0.671,-31.372
0.814,-0.415,0.417,-70.374,-3.601,-31.433
0.885,-0.334,0.606,-70.007,-2.747,-34.058
0.903,-0.187,0.737,-67.932,3.723,-41.870
0.853,-0.152,0.734,-56.030,14.221,-56.335
0.759,-0.252,0.630,-41.870,24.963,-72.449
0.647,-0.371,0.473,-41.443,33.142,-82.336
0.562,-0.510,0.293,-52.429,37.048,-85.999
0.517,-0.646,0.135,-69.153,35.156,-83.313
0.554,-0.722,0.036,-88.379,28.015,-76.111
0.930,-2.516,0.809,2.991,-12.756,-68.054
0.786,-2.677,0.855,7.141,-4.822,-39.795
0.625,-2.861,0.754,19.653,5.615,-11.780
0.500,-3.012,0.623,27.710,12.878,7.935
0.401,-3.041,0.620,28.320,12.329,32.349
0.244,-2.908,0.589,31.372,14.221,54.443
0.054,-2.689,0.526,41.809,15.808,73.853
-0.073,-2.634,0.539,60.120,11.780,85.449
-0.243,-2.614,0.641,71.838,5.371,94.849
-0.381,-2.606,0.816,70.984,-0.732,107.788
-0.510,-2.675,0.821,66.650,-0.916,121.277
-0.651,-2.748,0.776,56.702,1.404,137.878
-0.799,-2.828,0.729,43.396,2.380,160.522
-0.940,-2.712,0.695,33.020,-0.122,193.298
-1.063,-2.605,0.652,34.058,-0.977,216.858
-1.204,-2.314,0.615,46.082,-3.357,237.061
-1.201,-2.102,0.606,62.622,-10.071,248.779
-1.297,-1.939,0.641,70.251,-26.123,262.634
-1.289,-1.875,0.644,105.408,-28.198,261.536
-1.241,-1.692,0.650,126.709,-27.771,257.385
-1.221,-1.493,0.572,149.475,-23.315,251.648
-1.273,-1.257,0.374,181.946,-20.569,248.535
-1.342,-1.057,0.295,201.904,-26.733,251.526
-1.384,-0.841,0.435,206.909,-43.030,259.888
-1.341,-0.421,0.796,199.036,-63.110,270.447
-1.306,0.057,1.189,196.899,-80.322,272.888
-1.270,0.546,1.480,207.764,-93.079,263.916
-1.153,1.018,1.731,206.909,-103.577,242.920
-0.957,1.254,1.968,191.528,-109.924,206.787
-0.729,1.257,2.056,165.588,-106.506,163.879
-0.553,1.146,1.949,139.587,-92.468,129.211
-0.341,1.017,1.739,114.197,-74.402,108.093
-0.125,0.904,1.515,87.219,-58.899,100.647
-0.016,0.904,1.354,63.293,-47.119,102.356
0.033,0.950,1.239,49.805,-35.950,106.628
-0.008,0.983,1.126,47.119,-26.855,106.873
-0.053,0.998,1.022,45.410,-20.508,102.783
-0.054,0.967,0.986,39.307,-18.799,95.764
0.037,0.912,1.050,28.564,-19.165,85.449
0.111,0.928,1.073,26.672,-17.456,70.679
0.132,0.927,0.948,45.776,-12.634,48.462
0.173,0.845,0.780,66.589,-9.766,21.545
0.240,0.675,0.651,77.209,-11.841,-3.052
0.301,0.479,0.551,80.750,-16.479,-18.677
0.334,0.291,0.435,75.562,-20.386,-23.254
0.341,0.110,0.352,58.960,-24.292,-18.311
0.341,-0.064,0.327,38.208,-29.114,-7.385
0.344,-0.152,0.440,18.494,-35.645,7.751
0.431,-0.156,0.583,0.610,-41.260,23.499
0.503,-0.096,0.755,-8.545,-46.265,34.607
0.609,-0.015,0.881,-10.681,-47.180,36.804
0.688,0.057,0.977,-4.089,-45.349,32.043
0.739,0.071,1.003,7.324,-40.710,22.095
0.763,0.047,0.963,17.029,-33.203,11.414
0.761,0.009,0.882,21.301,-25.330,3.296
0.727,-0.029,0.783,19.165,-18.005,-0.916
0.703,-0.074,0.697,8.179,-11.414,-1.892
0.674,-0.128,0.608,-2.197,-6.104,-0.610
0.672,-0.181,0.547,-7.324,-3.052,0.549
0.704,-0.198,0.523,-12.878,-1.953,-1.282
0.749,-0.248,0.577,-10.925,-5.371,-3.601
0.751,-0.312,0.600,-1.953,-6.470,-9.705
0.733,-0.313,0.627,4.089,-5.066,-14.099
0.710,-0.329,0.620,12.207,-3.662,-18.188
0.685,-0.373,0.582,17.944,-3.479,-21.851
0.674,-0.412,0.581,14.038,-4.333,-23.499
0.692,-0.421,0.624,7.263,-5.432,-22.766
0.702,-0.427,0.682,5.554,-4.456,-21.729
0.673,-0.464,0.692,6.897,-1.465,-21.057
0.634,-0.520,0.643,7.935,3.357,-19.165
0.590,-0.539,0.591,5.676,6.287,-15.442
0.591,-0.565,0.502,0.977,6.653,-11.902
0.615,-0.604,0.504,-5.554,1.221,-8.362
0.652,-0.646,0.555,-15.015,-4.639,-3.845
0.675,-0.589,0.642,-20.325,-9.216,2.075
0.685,-0.489,0.718,-18.372,-10.559,7.446
0.682,-0.418,0.750,-12.390,-8.362,9.155
0.655,-0.379,0.750,-9.033,-4.456,9.399
0.605,-0.362,0.724,-10.254,-0.610,10.010
0.562,-0.357,0.678,-15.808,2.991,11.292
0.533,-0.351,0.645,-23.865,5.737,12.939
0.531,-0.357,0.629,-32.532,7.996,13.367
0.519,-0.391,0.582,-39.307,10.925,11.475
0.518,-0.402,0.573,-46.753,11.658,9.644
0.530,-0.423,0.617,-46.753,9.094,7.629
0.539,-0.410,0.682,-44.128,7.568,6.104
0.547,-0.370,0.711,-43.701,8.667,4.639
0.537,-0.362,0.688,-41.931,11.597,2.808
0.521,-0.415,0.656,-40.588,14.160,2.075
0.500,-0.465,0.604,-45.166,16.418,5.737
0.482,-0.477,0.523,-56.396,17.944,14.832
0.473,-0.464,0.465,-74.829,17.212,27.466
0.480,-0.472,0.441,-94.360,15.137,40.527
0.553,-0.461,0.479,-111.755,13.611,51.941
0.619,-0.311,0.609,-127.075,12.329,59.937
0.616,-0.227,0.663,-122.925,14.404,58.167
0.603,-0.248,0.651,-108.459,20.630,45.898
0.607,-0.192,0.687,-98.145,23.682,35.034
0.572,-0.148,0.687,-82.275,23.865,27.588
0.530,-0.134,0.619,-62.195,24.536,16.724
0.484,-0.082,0.555,-47.241,22.278,5.554
0.473,-0.086,0.523,-33.936,16.602,-7.629
0.490,-0.145,0.531,-19.714,10.315,-22.156
0.491,-0.183,0.555,-7.874,5.859,-34.180
0.505,-0.273,0.547,4.089,3.967,-44.067
0.540,-0.361,0.579,10.620,2.441,-50.659
0.572,-0.360,0.671,6.226,1.282,-52.002
0.592,-0.334,0.750,2.808,2.136,-51.453
0.509,-0.319,0.794,3.601,6.348,-51.025
0.502,-0.349,0.778,0.183,16.479,-55.237
0.432,-0.302,0.739,-6.958,27.466,-58.105
0.349,-0.320,0.574,-9.705,36.804,-57.556
0.338,-0.401,0.387,-24.109,44.250,-59.082
0.367,-0.456,0.300,-43.762,46.143,-57.800
0.453,-0.501,0.307,-54.199,41.748,-57.373
0.526,-0.492,0.385,-52.307,34.363,-58.289
0.570,-0.412,0.473,-41.565,28.809,-62.134
0.584,-0.299,0.570,-25.330,25.940,-68.604
0.569,-0.242,0.612,-6.714,25.574,-78.369
0.507,-0.183,0.599,9.949,27.954,-89.905
0.169,-2.947,0.451,-10.498,-23.499,-5.249
0.101,-3.248,0.449,-4.150,-15.503,8.362
-0.040,-3.477,0.357,0.122,-5.127,33.081
-0.192,-3.668,0.292,5.859,1.648,63.538
-0.331,-3.786,0.272,19.226,4.639,93.811
-0.483,-3.802,0.370,37.354,3.845,122.070
-0.734,-3.779,0.429,67.932,4.028,146.667
-1.000,-3.774,0.429,99.426,4.822,172.485
-1.277,-3.709,0.424,115.906,3.906,205.078
-1.568,-3.458,0.435,115.356,1.953,247.070
-1.836,-3.352,0.329,114.807,0.549,288.635
-2.142,-2.990,0.159,107.056,-5.676,336.731
-2.268,-2.648,0.170,84.229,-20.752,370.239
-2.358,-2.255,0.296,75.073,-39.734,392.090
-2.431,-1.875,0.404,76.111,-57.556,410.645
-2.488,-1.535,0.601,76.172,-76.050,422.424
-2.550,-1.134,0.923,77.393,-96.313,430.603
-2.544,-0.557,1.332,81.787,-112.000,433.594
-2.474,0.050,1.621,102.417,-118.103,415.405
-2.327,0.505,1.853,130.737,-123.108,379.089
-2.188,0.952,1.990,146.667,-126.892,331.970
-1.916,1.314,2.101,151.062,-129.578,281.494
-1.524,1.439,2.337,125.793,-131.226,228.760
-1.172,1.355,2.443,99.670,-118.530,180.298
-0.983,1.219,2.122,100.891,-88.989,149.109
-0.896,1.046,1.572,109.802,-57.129,131.226
-0.761,0.890,1.290,95.459,-43.457,126.953
-0.574,0.874,1.328,65.857,-43.884,134.155
-0.406,1.024,1.412,44.250,-43.884,144.531
-0.260,1.250,1.461,37.659,-39.185,148.560
-0.121,1.348,1.496,45.288,-31.494,139.404
-0.039,1.427,1.501,51.880,-21.790,122.803
0.004,1.479,1.463,53.650,-9.277,101.624
0.027,1.471,1.284,52.795,5.554,76.965
0.040,1.343,1.043,49.805,18.250,51.941
0.048,1.179,0.854,41.138,25.269,31.311
0.060,0.933,0.673,35.278,28.809,14.954
0.085,0.696,0.512,28.992,28.564,3.296
0.103,0.488,0.407,20.569,22.949,-3.479
0.144,0.288,0.358,13.916,14.099,-8.606
0.177,0.143,0.398,7.751,3.479,-12.024
0.219,0.028,0.463,6.714,-5.859,-14.709
0.285,-0.100,0.535,8.545,-13.794,-16.479
0.345,-0.183,0.646,7.874,-19.958,-14.587
0.420,-0.196,0.811,1.709,-23.560,-10.498
0.489,-0.220,0.967,-3.906,-23.010,-8.606
0.527,-0.221,1.036,-6.104,-16.785,-7.385
0.548,-0.207,1.027,-8.850,-7.446,-6.104
0.543,-0.275,0.947,-10.132,2.014,-7.385
0.529,-0.342,0.831,-11.780,10.193,-8.667
0.516,-0.400,0.716,-14.954,15.198,-8.179
0.516,-0.437,0.609,-17.639,17.395,-6.958
0.516,-0.476,0.532,-19.836,16.785,-5.920
0.528,-0.508,0.490,-20.874,13.367,-4.883
0.563,-0.498,0.498,-20.508,8.789,-3.906
0.563,-0.530,0.501,-12.085,5.615,-5.310
0.562,-0.573,0.501,-2.686,2.625,-6.653
0.579,-0.554,0.526,-0.244,-0.793,-5.066
0.614,-0.545,0.563,-2.502,-3.418,-3.662
0.638,-0.547,0.604,-5.310,-4.883,-2.991
0.646,-0.555,0.647,-6.836,-5.432,-2.136
0.656,-0.551,0.667,-10.132,-4.578,-1.587
0.669,-0.542,0.662,-14.648,-3.357,-0.916
0.682,-0.531,0.668,-16.968,-2.930,0.122
0.675,-0.511,0.677,-17.578,-2.625,1.221
0.662,-0.512,0.677,-17.395,-1.709,1.099
0.654,-0.510,0.670,-16.907,-0.732,0.366
0.639,-0.500,0.672,-13.977,-1.221,-0.061
0.635,-0.485,0.655,-10.925,-1.587,-0.916
0.629,-0.469,0.638,-10.803,-1.953,-1.892
0.637,-0.490,0.639,-11.902,-2.075,-2.502
0.646,-0.480,0.642,-12.939,-1.282,-2.441
0.645,-0.464,0.641,-13.794,0.854,-1.648
0.628,-0.451,0.644,-17.090,3.540,-0.854
0.601,-0.441,0.629,-20.996,6.348,0.488
0.582,-0.422,0.609,-24.475,8.728,1.465
0.573,-0.432,0.620,-26.855,9.583,0.977
0.566,-0.433,0.660,-27.527,8.789,-0.671
0.547,-0.437,0.709,-26.489,8.789,-2.747
0.518,-0.429,0.734,-23.010,10.010,-5.615
0.488,-0.406,0.735,-20.752,12.085,-7.629
0.473,-0.401,0.739,-24.841,13.855,-8.057
0.443,-0.372,0.748,-30.212,15.320,-6.104
0.408,-0.329,0.710,-33.508,17.029,-3.906
0.395,-0.298,0.675,-34.241,17.151,-4.578
0.392,-0.287,0.651,-34.973,15.869,-7.446
0.386,-0.278,0.662,-33.020,14.709,-11.108
0.364,-0.298,0.653,-24.231,14.526,-15.686
0.351,-0.304,0.644,-13.672,14.038,-19.592
0.351,-0.300,0.631,-7.812,12.756,-22.400
0.365,-0.302,0.678,-5.432,10.620,-25.696
0.353,-0.288,0.678,-1.831,9.583,-29.541
0.336,-0.307,0.652,3.662,10.559,-31.982
0.320,-0.318,0.629,5.676,10.437,-32.288
0.300,-0.325,0.644,1.526,10.010,-31.189
0.289,-0.324,0.652,-5.310,10.803,-29.541
0.292,-0.325,0.650,-10.742,11.047,-28.564
0.323,-0.326,0.675,-14.771,10.620,-30.090
0.358,-0.331,0.709,-16.357,10.376,-33.569
0.385,-0.309,0.736,-15.442,10.559,-36.987
0.400,-0.300,0.742,-13.550,11.719,-40.466
0.390,-0.312,0.734,-13.550,14.709,-43.518
0.360,-0.322,0.723,-18.005,18.127,-44.250
0.320,-0.343,0.700,-24.414,21.301,-44.189
0.273,-0.378,0.663,-31.128,23.560,-44.922
0.242,-0.424,0.620,-37.903,24.902,-46.387
0.218,-0.437,0.582,-40.283,25.146,-48.340
0.210,-0.445,0.559,-32.715,23.560,-52.734
0.221,-0.492,0.559,-20.569,21.729,-59.937
0.256,-0.484,0.563,-14.832,20.386,-65.979
0.272,-0.468,0.571,-12.573,19.531,-70.740
0.278,-0.518,0.559,-10.986,19.653,-74.829
0.269,-0.579,0.555,-11.353,20.569,-76.111
0.243,-0.610,0.555,-15.137,22.522,-73.364
0.201,-0.600,0.559,-23.010,25.757,-69.885
0.215,-0.700,0.502,-27.283,33.752,-73.059
0.217,-0.691,0.506,-33.630,38.269,-72.998
0.217,-0.635,0.526,-40.833,36.377,-65.613
0.214,-0.585,0.491,-41.382,36.499,-65.430
0.231,-0.581,0.481,-37.109,31.372,-68.848
-0.057,-2.605,0.150,-51.819,2.258,50.964
-0.160,-2.796,0.045,-18.921,7.080,55.847
-0.267,-2.900,-0.089,7.629,9.766,63.538
-0.392,-2.939,-0.153,19.348,7.202,77.393
-0.502,-2.982,-0.130,31.067,0.366,92.834
-0.620,-3.082,-0.069,50.476,-4.822,108.887
-0.752,-3.234,-0.073,71.289,-7.874,128.784
-0.890,-3.275,-0.073,75.989,-11.230,158.081
-1.019,-3.301,-0.019,70.190,-15.930,192.078
-1.109,-3.252,0.083,66.101,-21.851,226.135
-1.224,-3.093,0.180,66.284,-26.794,257.324
-1.340,-2.923,0.226,69.946,-29.663,280.762
-1.437,-2.789,0.344,68.176,-34.546,297.852
-1.500,-2.601,0.520,65.063,-41.931,316.223
-1.533,-2.421,0.712,62.683,-48.279,336.060
-1.593,-2.195,0.940,58.655,-52.612,354.309
-1.682,-1.961,1.132,60.120,-53.894,371.521
-1.795,-1.649,1.296,70.251,-54.688,388.367
-1.883,-1.231,1.476,85.144,-56.580,402.100
-1.909,-0.676,1.693,106.079,-60.181,405.823
-1.886,-0.036,1.929,135.559,-63.660,393.311
-1.780,0.615,2.106,159.790,-66.895,363.159
-1.620,1.217,2.292,176.941,-66.895,315.918
-1.457,1.496,2.270,193.848,-58.105,255.249
-1.278,1.506,2.121,187.988,-44.128,196.594
-1.123,1.309,1.802,164.612,-28.870,149.658
-0.973,1.048,1.444,148.376,-20.142,121.033
-0.768,0.914,1.225,128.174,-22.217,111.389
-0.532,0.925,1.204,106.445,-30.884,112.122
-0.307,0.976,1.300,91.003,-38.574,114.014
-0.141,1.071,1.354,84.656,-38.757,113.281
-0.053,1.231,1.335,80.505,-33.508,109.680
0.003,1.331,1.261,74.158,-25.696,99.976
0.057,1.355,1.169,62.012,-17.029,84.229
0.115,1.371,1.048,49.438,-9.033,65.308
0.158,1.274,0.867,47.607,-2.502,43.518
0.188,1.088,0.662,49.683,2.930,22.705
0.219,0.891,0.496,48.035,4.578,6.348
0.289,0.660,0.380,43.518,1.343,-6.348
0.351,0.426,0.343,34.973,-3.723,-14.832
0.380,0.250,0.331,28.992,-8.728,-17.517
0.394,0.136,0.317,25.513,-13.000,-17.273
0.423,0.026,0.380,18.799,-17.761,-17.517
0.490,-0.042,0.513,10.498,-21.973,-19.714
0.519,-0.123,0.594,7.324,-21.240,-25.574
0.517,-0.233,0.596,10.559,-16.907,-33.447
0.506,-0.343,0.550,15.015,-13.245,-40.466
0.540,-0.466,0.563,17.639,-13.000,-46.204
0.581,-0.610,0.577,20.264,-13.733,-49.255
0.627,-0.698,0.611,15.625,-13.184,-46.265
0.661,-0.750,0.610,9.827,-10.864,-39.551
0.683,-0.792,0.586,4.272,-8.179,-32.654
0.716,-0.782,0.565,-2.075,-5.920,-25.757
0.732,-0.787,0.524,-2.991,-4.272,-19.714
0.719,-0.768,0.499,-2.686,-2.808,-13.855
0.686,-0.725,0.468,-4.822,-0.854,-7.202
0.653,-0.699,0.402,-6.104,0.854,-2.197
0.614,-0.658,0.365,-11.169,0.366,2.258
0.586,-0.655,0.331,-16.907,-1.343,4.639
0.566,-0.638,0.303,-20.569,-3.174,5.066
0.569,-0.593,0.319,-17.944,-6.165,4.395
0.603,-0.619,0.326,-10.498,-9.460,1.770
0.619,-0.634,0.368,-7.629,-13.977,0.854
0.636,-0.652,0.396,-5.127,-16.541,1.465
0.649,-0.643,0.426,-2.625,-18.127,2.319
0.667,-0.639,0.478,-3.052,-19.165,1.770
0.689,-0.634,0.529,-3.784,-18.982,1.221
0.693,-0.612,0.556,-4.089,-16.663,2.197
0.699,-0.579,0.568,-6.409,-12.878,3.296
0.703,-0.516,0.568,-9.949,-8.545,3.784
0.680,-0.519,0.502,-9.399,-4.089,2.258
0.652,-0.573,0.416,-11.719,-1.465,0.122
0.641,-0.601,0.384,-19.714,-1.526,0.305
0.635,-0.611,0.378,-26.733,-2.930,1.587
0.639,-0.606,0.415,-31.494,-4.333,1.343
0.641,-0.612,0.462,-30.579,-5.432,-0.488
0.634,-0.611,0.467,-23.682,-5.188,-2.441
0.644,-0.609,0.470,-19.165,-5.371,-4.395
0.658,-0.600,0.504,-20.020,-6.287,-6.470
0.669,-0.589,0.556,-20.447,-6.165,-7.385
0.649,-0.614,0.522,-13.245,-3.174,-7.080
0.619,-0.599,0.480,-11.230,0.122,-4.639
0.594,-0.585,0.485,-17.395,1.221,-1.526
0.576,-0.572,0.515,-24.658,1.160,1.648
0.557,-0.555,0.550,-28.809,1.526,3.479
0.540,-0.524,0.591,-28.320,1.953,3.235
0.511,-0.501,0.613,-25.085,3.357,1.648
0.509,-0.460,0.652,-22.278,4.944,-0.671
0.471,-0.458,0.666,-15.991,6.042,-5.066
0.458,-0.422,0.664,-11.414,7.690,-8.362
0.429,-0.395,0.643,-8.667,9.705,-10.559
0.402,-0.401,0.610,-6.409,11.963,-13.672
0.378,-0.419,0.561,-6.775,13.794,-15.747
0.357,-0.432,0.516,-8.545,14.221,-16.113
0.347,-0.432,0.515,-11.719,12.634,-15.442
0.346,-0.422,0.558,-14.282,10.132,-15.076
0.352,-0.393,0.601,-14.343,7.812,-16.907
0.362,-0.382,0.653,-12.390,6.836,-20.325
0.374,-0.332,0.721,-12.146,7.935,-23.743
0.349,-0.259,0.747,-8.057,11.841,-29.541
0.305,-0.270,0.727,5.432,15.808,-39.551
0.277,-0.280,0.713,16.968,18.555,-49.377
0.234,-0.286,0.697,18.433,21.240,-55.420
0.182,-0.347,0.651,17.578,24.963,-59.998
0.121,-0.406,0.572,13.977,28.809,-61.890
0.069,-0.457,0.456,7.446,31.616,-59.570
0.043,-0.518,0.358,-1.709,31.311,-54.321
0.037,-0.562,0.316,-11.414,27.710,-47.180
0.003,-0.476,0.364,-20.996,24.109,-41.321
0.086,-0.530,0.337,-25.146,27.100,-46.936
0.115,-0.461,0.465,-26.001,21.729,-46.753
0.170,-0.428,0.616,-25.574,17.700,-46.997
0.187,-0.376,0.709,-23.621,22.400,-50.659
0.185,-0.310,0.773,-18.616,28.992,-54.810
0.177,-0.304,0.728,-11.841,36.682,-60.364
0.115,-0.261,0.647,-9.644,43.640,-65.063
0.055,-0.266,0.544,-15.869,47.913,-71.411
0.012,-0.321,0.416,-21.545,49.866,-79.590
0.004,-0.360,0.312,-27.466,47.485,-84.900
0.023,-0.370,0.263,-36.316,41.992,-87.524
-0.384,-2.645,-0.621,-69.702,130.798,-161.865
-0.284,-2.639,-0.530,-92.041,108.765,-138.184
-0.220,-2.539,-0.367,-85.754,82.581,-112.305
-0.161,-2.484,-0.267,-60.730,66.467,-96.985
-0.146,-2.314,-0.194,-48.828,57.373,-83.984
-0.154,-2.146,-0.204,-48.828,54.138,-75.684
-0.111,-1.936,-0.204,-50.232,47.913,-68.115
-0.114,-1.813,-0.150,-38.086,36.011,-61.829
-0.092,-1.769,-0.133,-29.053,27.954,-58.533
-0.077,-1.775,-0.088,-29.663,24.231,-53.894
0.020,-1.702,-0.045,-30.029,25.513,-44.495
-0.018,-1.770,0.007,-13.855,24.353,-38.940
0.048,-1.673,0.046,-5.432,27.710,-30.640
0.030,-1.672,0.126,9.338,18.982,-31.250
0.027,-1.652,0.213,26.123,17.212,-31.067
0.022,-1.586,0.262,35.217,23.499,-27.649
-0.053,-1.509,0.166,49.377,36.255,-23.132
-0.071,-1.454,0.097,57.068,38.635,-13.855
-0.060,-1.367,0.095,57.617,35.217,-4.333
-0.095,-1.276,0.110,57.434,30.334,-0.183
-0.127,-1.206,0.081,56.458,29.846,0.000
-0.104,-1.146,0.096,50.293,27.588,0.916
-0.082,-1.121,0.122,44.006,24.231,0.305
-0.061,-1.099,0.162,33.813,22.156,-1.587
-0.066,-1.066,0.190,20.203,19.836,-4.211
-0.060,-1.029,0.210,9.399,16.907,-6.531
-0.057,-1.005,0.183,7.080,15.259,-8.667
-0.077,-1.005,0.130,10.010,14.954,-11.414
-0.120,-1.014,0.067,15.686,13.550,-11.414
-0.141,-1.016,0.027,15.991,9.827,-8.789
-0.147,-1.004,0.028,9.216,3.418,-5.371
-0.140,-0.976,0.044,2.014,-2.930,-2.319
-0.117,-0.950,0.070,-3.418,-8.423,0.061
-0.083,-0.931,0.096,-5.981,-13.245,1.892
-0.049,-0.931,0.137,-7.019,-17.273,2.991
-0.024,-0.955,0.191,-7.202,-20.142,4.028
-0.005,-0.948,0.273,-9.644,-21.057,5.554
0.003,-0.934,0.320,-11.108,-19.470,6.531
-0.003,-0.904,0.328,-10.620,-16.663,6.226
-0.021,-0.891,0.312,-12.207,-15.869,6.470
-0.024,-0.882,0.284,-16.785,-15.564,6.409
-0.015,-0.866,0.280,-20.630,-14.832,4.272
-0.002,-0.891,0.263,-17.517,-15.625,3.662
-0.015,-0.913,0.235,-13.123,-15.686,3.052
-0.027,-0.920,0.232,-13.977,-16.541,2.930
-0.022,-0.937,0.243,-16.113,-18.005,2.258
0.008,-0.967,0.258,-18.372,-19.958,1.404
0.024,-0.968,0.323,-21.423,-24.109,3.113
0.039,-0.961,0.349,-19.897,-24.231,3.784
0.035,-0.979,0.345,-14.526,-20.081,1.282
0.026,-1.003,0.345,-12.817,-17.761,0.000
0.003,-1.001,0.322,-17.395,-16.113,0.427
-0.034,-1.019,0.249,-22.827,-15.198,-0.061
-0.071,-1.044,0.183,-32.837,-19.470,-0.854
-0.088,-1.076,0.120,-47.913,-24.597,-1.770
-0.083,-1.119,0.076,-61.096,-29.358,-4.272
-0.059,-1.185,0.083,-69.031,-33.813,-9.460
-0.034,-1.297,0.038,-68.115,-34.912,-16.663
-0.012,-1.438,-0.002,-67.810,-34.546,-24.597
0.018,-1.618,0.015,-72.144,-35.217,-32.288
0.063,-1.769,0.035,-75.378,-34.607,-35.706
0.080,-1.943,0.062,-75.012,-34.424,-32.898
0.054,-2.058,0.045,-72.449,-33.569,-22.827
0.004,-2.164,-0.047,-73.181,-32.166,-10.315
-0.029,-2.303,-0.177,-79.041,-30.945,-0.488
-0.057,-2.490,-0.288,-91.187,-30.579,7.202
-0.059,-2.672,-0.261,-104.614,-31.006,15.320
-0.116,-2.870,-0.260,-96.436,-30.579,26.062
-0.169,-3.088,-0.277,-75.745,-29.602,38.513
-0.276,-3.247,-0.241,-56.702,-29.907,52.917
-0.433,-3.376,-0.221,-31.860,-31.616,68.542
-0.584,-3.530,-0.209,-0.977,-33.875,84.595
-0.730,-3.649,-0.094,22.522,-37.964,104.553
-0.876,-3.641,0.046,45.349,-40.466,128.357
-1.008,-3.665,0.147,80.139,-42.175,151.978
-1.142,-3.591,0.268,106.750,-44.373,178.894
-1.317,-3.460,0.348,120.361,-45.471,210.693
-1.503,-3.302,0.401,124.695,-45.227,242.065
-1.634,-3.061,0.499,122.803,-46.204,271.912
-1.722,-2.816,0.639,125.549,-50.476,298.584
-1.834,-2.594,0.675,136.902,-53.101,321.594
-1.934,-2.351,0.700,143.799,-56.152,341.675
-2.011,-2.147,0.677,149.658,-59.998,355.347
-2.059,-1.956,0.669,146.118,-68.542,365.845
